sqoop job doesnt run when deployed on yarn on ambari deployed hdp got this error when submitting sqoop job code 2015-06-01 190942932 info main sqoopsqooprunner sqooprunnerjavamain75 - sqoop command import 2015-06-01 190942939 info main sqoopsqooprunner sqooprunnerjavamain76 - using args --table xdjobregistry --target-dir xdsqoop2 -m1 2015-06-01 190942939 info main sqoopsqooprunner sqooprunnerjavamain77 - mapreduce home usrhdp2242-2hadoop-mapreduce 2015-06-01 190942977 warn main confconfiguration configurationjava646 - deprecated hadoop-sitexml found in the classpath usage of hadoop-sitexml is deprecated instead use core-sitexml mapred-sitexml and hdfs-sitexml to override properties of core-defaultxml mapred-defaultxml and hdfs-defaultxml respectively 2015-06-01 190942984 info main sqoopsqooprunner sqooprunnerjavasetconfigurationproperty168 - setting configuration property fsdefaultfshdfshawaii8020 2015-06-01 190943743 info main sqoopsqooprunner sqooprunnerjavasetconfigurationproperty168 - setting configuration property yarnresourcemanagerhostnamehawaii 2015-06-01 190943758 info main sqoopsqooprunner sqooprunnerjavasetconfigurationproperty168 - setting configuration property yarnresourcemanageraddresshawaii8050 2015-06-01 190943758 info main sqoopsqooprunner sqooprunnerjavasetconfigurationproperty168 - setting configuration property yarnresourcemanagerscheduleraddresshawaii 2015-06-01 190943758 info main sqoopsqooprunner sqooprunnerjavasetconfigurationproperty168 - setting configuration property mapreduceframeworknameyarn 2015-06-01 190943758 info main sqoopsqooprunner sqooprunnerjavasetconfigurationproperty168 - setting configuration property mapreducejobhistoryaddresshawaii 2015-06-01 190943760 info main sqoopsqooprunner sqooprunnerjavacreateconfiguration158 - setting configuration property yarnresourcemanagerscheduleraddresshawaii8030 2015-06-01 190943760 info main sqoopsqooprunner sqooprunnerjavacreateconfiguration158 - setting configuration property mapreduceapplicationclasspathpwdmr-frameworkhadoopsharehadoopmapreducepwdmr-frameworkhadoopsharehadoopmapreducelibpwdmr-frameworkhadoopsharehadoopcommonpwdmr-frameworkhadoopsharehadoopcommonlibpwdmr-frameworkhadoopsharehadoopyarnpwdmr-frameworkhadoopsharehadoopyarnlibpwdmr-frameworkhadoopsharehadoophdfspwdmr-frameworkhadoopsharehadoophdfslibusrhdp2242-2hadooplibhadoop-lzo-0602242-2jaretchadoopconfsecure 2015-06-01 190943760 info main sqoopsqooprunner sqooprunnerjavacreateconfiguration158 - setting configuration property mapreduceapplicationframeworkpathhdpapps2242-2mapreducemapreducetargzmr-framework 2015-06-01 190944141 info main sqoopsqoop sqoopjava92 - running sqoop version 145 2015-06-01 190944691 info main managersqlmanager sqlmanagerjavainitoptiondefaults98 - using default fetchsize of 1000 2015-06-01 190944691 info main toolcodegentool codegentooljavagenerateorm92 - beginning code generation 2015-06-01 190945057 info main managersqlmanager sqlmanagerjavaexecute749 - executing sql statement select t from xdjobregistry as t where 10 2015-06-01 190945074 info main managersqlmanager sqlmanagerjavaexecute749 - executing sql statement select t from xdjobregistry as t where 10 2015-06-01 190945148 info main ormcompilationmanager compilationmanagerjavafindhadoopjars94 - hadoopmapredhome is usrhdp2242-2hadoop-mapreduce 2015-06-01 190945230 error main ormcompilationmanager compilationmanagerjavacompile184 - it seems as though you are running sqoop with a jre 2015-06-01 190945230 error main ormcompilationmanager compilationmanagerjavacompile185 - sqoop requires a jdk that can compile java code 2015-06-01 190945230 error main ormcompilationmanager compilationmanagerjavacompile186 - please install a jdk and set javahome to use it 2015-06-01 190945232 error main toolimporttool importtooljavarun609 - encountered ioexception running import job javaioioexception could not start java compiler at orgapachesqoopormcompilationmanagercompilecompilationmanagerjava187 at orgapachesqooptoolcodegentoolgenerateormcodegentooljava97 at orgapachesqooptoolimporttoolimporttableimporttooljava478 at orgapachesqooptoolimporttoolrunimporttooljava601 at orgapachesqoopsqooprunsqoopjava143 at orgapachehadooputiltoolrunnerruntoolrunnerjava70 at orgapachesqoopsqooprunsqoopsqoopjava179 at orgapachesqoopsqoopruntoolsqoopjava218 at orgspringframeworkxdsqoopsqooprunnermainsqooprunnerjava87 code,0
new libraries to experiment we would like to experiment with open source libraries to further enrich spring xds service offerings and feature-set this epic remains the anchor point for following categories and the respective experimentation outcomes will be documented in the associated stories measure based alerts log analysis machine learning and graph computation,0
redis based repositories should use a namingstrategy class to calculate the name of the key to use for persistence rediscounterrepository and redisgaugerepository have duplicated code that needs to be factored out into a one place one such duplication is the determination of the key name to use for persistence this should be abstracted out into a strategy helper class,0
composed modules destination binding order incorrect created a stream with definition code mysourcemodule myprocessormodule log code this stream worked fine but when created composed module with definition code mysourcemodule myprocessormodule code then stream definition code mycomposedmodule log code get an error stating that the output channel of mysourcemodule has no subscribers looking at previous bugs this appears to be a module binding order in which the source is started before the processor has subscribed to the output channel of the source,0
create rich gauge service a rich gauge stores a number and also rmd min max implementations for in-memory and redis,0
dispatcher has no subscriber error when posting a message to a stream this has been observed intermittently with redis transport by myself and others when sending a message to a valid stream not sure how to recreate it yet 112710082 error threadpooltaskscheduler-1 redisredisqueueinboundchanneladapter126 - error sending message orgspringframeworkintegrationmessagedeliveryexception dispatcher has no subscribers for channel orgspringframeworkcontextsupportgenericapplicationcontext3f73865dinput,0
test against spring boot snapshot build,0
cors support xd instances will not accept xhr requests from browsers whose page origin does not match the xd instance as an example the kodiak ui is served from a different process and url than the xd instance when users open the kodiak ui in a browser requests from the browser to the xd instance but these requests will fail due to cross-site scripting limitations cors cross-origin resource sharing is a way to get around this we can configure the server to accept requests from browsers whose origins are not the xd instance i have this working in a local branch and will submit a pull request more information cors spec httpwwww3orgtrcors spr-9278 cors support for springframework,0
update creating a source module section to use shell commands instead of curl see httpstaticspringsourceorgspring-xddocs10x-snapshotreferencehtmltestthedeployedmodule,0
user wants ability to test sources examples 1 be able to start the rabbitmq source just by pointing to modulessourcerabbitxml pass in some property file for parameters to be replaced and outgoing message is placed in a in-memory queue backed channel for use with assertions to verify functionality 2 test for as many source types as is reasonable eg mqtttcp testing might be harder than say rabbitmq 3 test that sending json results in media-type header is set to json 4 test that sending pojo pojo 5 test that sending tuple tuple 6 test that sending raw bytes raw bytes,0
refactor duplicate code for modules the admin leader performs module deployment requests by listening to stream deployment requests under xddeploymentsstreams and by listening to containers joining and leaving the cluster under xdcontainers refactor any duplicate code into a common classcomponent that can be used by both listeners edit the listener duplication will be handled in xd-1548 this issue is for the duplicate code in moduledeploymentrequest and moduledescriptor,0
file sink should support rollover i wanted to have a rollover feature when i was streaming tweets to a file overnight just to avoid dealing with a single enormous file in case i collected more data than my demo could handle and needed to split it up,0
create distributable artifact that contains server application and startstop scripts the gradle application task should get us most of the way to create a distributable artifact akin to what you see when downloading tomcatjetty etc now there is a launch task tasklaunch dependson classes type javaexec main orgspringframeworkxddirtstreamstreamserver classpath sourcesetstestruntimeclasspath the same main should be referenced in the application plugin a task to create a zip distributable is needed ideally would be nice to 1 download zip 2 unzip 3 cd spring-xdbin 4 xdserver start and gracefully shutdown later with 5 xdserver stop i dont know if we canshould bundle redis i think we should bundle it the scripts can be for unixlinux and for windows discuss a brew based install as well,0
remove timestamp task from scsm,0
upgrade sink and processor modules to use new conversion service,0
hdfs sink partition path causing writes to be slower in certain cases i have not tested this on m7 but i believe it is the case with latest release as well stream definition 1 stream create logingestion --definition rabbit --queuesdemo --hostrabbitmq-broker script --locationlinemergegroovy hdfs --rollover10m --idletimeout10000 --fileuuidtrue --directorydataloganalysis --partitionpathpathpayloadsplitu00011dateformatyyyymmddhhpayloadsplitu00010yyyymmddhhmmss we noticed this was causing writes to be slower stream definition 2 stream create logingestion --definition rabbit --queuesdemo --hostrabbitmq-broker script --locationlinemergegroovy hdfs --rollover10m --idletimeout10000 --fileuuidtrue --directorydataloganalysis but this definition caused the writes to be much faster please note this was just a one time test i did and not reproduced multiple times janne also seems to have reproduced this in another use case thanks girish,0
document kafka source,0
si outbound hdfs channel adapter,0
standardize xd logging to align with spring boot in xd today we use commons-logging or slf4j apis bound to log4j at runtime configured with log4jproperties boot uses slf4j apis backed by logback this causes some build incompatibilities building a component that depends on spring-xd-dirt and spring-boot requiring specific dependency exclusions in order to simplify building and troubleshooting log dependencies xd should standardize on slf4j apis replace any commons-logging loggers with slf4j this is internal only and would not impact users who are used to seeing log4jproperties an additional step is to replace log4j with logback this change would be visible to end users but will provide us greater affinity with boot and improve the developer experience if we make this change it should go into 12 ga,0
support for mesos based s-c-d deployment,0
spark streaming acceptance tests,0
refactor deployment interfacesclass hierarchy continued refactoring of the resourcedeployer to split apart the concepts of repository and deployment for reference see xd-2835 xd-2671 xd-2877 and xd-3070,0
script to generate reference documentation from wiki and include in zip distribution,0
add batch job listeners automatically add batch job listeners automatically each major listener category should send notifications to own channel stepexecution chunk item etc add attribute to disallow automatic adding of listeners,0
as a user id like to use kafka source through simple consumer api as opposed to high-level so that i can gain full control to offsets and partition assignment deterministically spike scope - study simple consumer api functionality - document findings approach and next steps,5
revert xd specific support for jsonpath 12 thanks to int-3624 we dont need our specific class anymore,0
as a user id like to have the custom module built as uber-jar hosted in hdfs so that i can deploy the module to newly arriving containers,5
as a developer id like to default to hdfs as distributed remote location for custom module registry so i can use xd-shell or the rest-api directly to upload the custom module bits i would also like to remove custom-moduleszip artifact from yarn distribution,3
all parameters for modules need to use hump case formerly camel hump,0
add xdstreamname property in streamplugin,0
unable to define port on rabbitmq streams the documentation for rabbitmq says to use the --address option to specify a port weve tried --address12345678 and also --port5678 just in case but have been unable to get a successful deployment running the same stream definition on a default port ie without specifying a port does work,0
as a user id like to have direct shell commands to scale updown a given module instance so i can avoid spi specific cli commands that needs run outside of data flow,4
remove tostringtransformer from tcp source add binary support to the http source the tcp source unconditionally converts to string this prevents binary transfers remove the transformer if the user wants a string she can use tcp --outputtypetextplaincharsetutf-8 assuming the byte stream has valid utf-8 encoding another option would be to add a --binary option but since conversion can already handle it its probably better to use that on the other hand a --binary option would enable backwards compatibility the http source also unconditionally converts to string,0
batch hashtag count throws exception when launched 1 update instructions to mention --hadoopdistro for both singlenode and shell else demo will not work 2 pom needs to be updated to use 121 at the least 3 i can see where hdfs is writing the results 4 throws npe stacktrace is attached,0
as a s-c-d developer id like to create foundation to support processor as ootb modules so i can use the processor modules from s-c-s-m repo to build streaming pipeline,4
with partitioned jobs wire partitioner and stepexecutionhandlers with the messagebus,0
handle pagination in spring xd shell,0
remove requirement for executionid to display step execution in shell when viewing a jobs step execution via the shell the user is required to provide both the job execution id and the step execution id since the job repository is backed by a database and the step execution id is unique across jobs the step execution id should be enough,0
update to spring shell 110m1 release,0
support xd as a service on pcf,0
ensure dsm matrix is diagonal,0
check for high cpu usage with syslog-tcp-reactor module,0
redis aggregate-counter fails when end of interval is on the hour curl httplocalhost9393metricsaggregate-counterssmartgridh28loadpredictedresolutionminutefrom2013-09-01t125500000zto2013-09-01t130000000z would return 0 as the last bucket while curl httplocalhost9393metricsaggregate-counterssmartgridh28loadpredictedresolutionminutefrom2013-09-01t125500000zto2013-09-01t130500000z would correctly return the value for 130000,0
as a developer id like to build batch sample using sqoop so that we can demonstrate some of the capabilities use cases to consider jdbc to hdfs hdfs to jdbc,5
as a spring xd developer id like to move null module from xd to s-c-s repo so i can use it as sink to build streaming pipeline,2
https source configuration issues 1 the sample httpsslproperties file that is included in the distribution contains the line quote keystorepassphrasesecret quote the correct key value is keystorepassphrase this issue causes https sources to deploy but not bind to the port 2 the password is always defaulting to secret,0
as a user id like to have an optional trace as inline deployment properties for stream so that i can declare which module in the stream needs to be traced for logging or notifications this gives the flexibility to track the stage progress between individual modules example codexml xd stream create foo http log xd stream deploy foo --properties modulehttptracemodulelogtrace or xd stream deploy foo --properties moduletrace code wildcard wiretap config httpdocsspringiospring-integrationreferencehtmlmessaging-channels-sectionhtmlchannel-global-wiretap,5
enhance hadoopfilesystemtestsupport to obtain resource for a specific hadoop distro it looks like the hadoopfilesystemtestsupport test rule by default runs against hadoop 12 and we can add a way to support running the hadoop centric tests to run against a given hadoop distro currently if the test is run against a version other than 12 the rule says 154734469 error main hadoophadoopfilesystemtestsupport95 - hadoopfs is not available skipping tests orgapachehadoopipcremoteexception server ipc version 9 cannot communicate with client version 4 orgapachehadoopipcclientcallclientjava1113 orgapachehadoopipcrpcinvokerinvokerpcjava229 comsunproxyproxy8getprotocolversionunknown source sunreflectnativemethodaccessorimplinvoke0native method sunreflectnativemethodaccessorimplinvokenativemethodaccessorimpljava57 sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava43 javalangreflectmethodinvokemethodjava601 orgapachehadoopioretryretryinvocationhandlerinvokemethodretryinvocationhandlerjava85 orgapachehadoopioretryretryinvocationhandlerinvokeretryinvocationhandlerjava62 comsunproxyproxy8getprotocolversionunknown source orgapachehadoopipcrpccheckversionrpcjava422 orgapachehadoophdfsdfsclientcreatenamenodedfsclientjava183 orgapachehadoophdfsdfsclientinitdfsclientjava281 orgapachehadoophdfsdfsclientinitdfsclientjava245 orgapachehadoophdfsdistributedfilesysteminitializedistributedfilesystemjava100 orgapachehadoopfsfilesystemcreatefilesystemfilesystemjava1446 orgapachehadoopfsfilesystemaccess200filesystemjava67 orgapachehadoopfsfilesystemcachegetfilesystemjava1464 orgapachehadoopfsfilesystemgetfilesystemjava263 orgapachehadoopfsfilesystemgetfilesystemjava124 orgspringframeworkxdtesthadoophadoopfilesystemtestsupportobtainresourcehadoopfilesystemtestsupportjava49 orgspringframeworkxdtestabstractexternalresourcetestsupportapplyabstractexternalresourcetestsupportjava58 orgjunitrulesrunrulesapplyallrunrulesjava26 orgjunitrulesrunrulesinitrunrulesjava15 orgjunitrunnersblockjunit4classrunnerwithtestrulesblockjunit4classrunnerjava379 orgjunitrunnersblockjunit4classrunnerwithrulesblockjunit4classrunnerjava340 orgjunitrunnersblockjunit4classrunnermethodblockblockjunit4classrunnerjava256 orgjunitrunnersblockjunit4classrunnerrunchildblockjunit4classrunnerjava70 orgjunitrunnersblockjunit4classrunnerrunchildblockjunit4classrunnerjava50 orgjunitrunnersparentrunner3runparentrunnerjava238 orgjunitrunnersparentrunner1scheduleparentrunnerjava63 orgjunitrunnersparentrunnerrunchildrenparentrunnerjava236 orgjunitrunnersparentrunneraccess000parentrunnerjava53 orgjunitrunnersparentrunner2evaluateparentrunnerjava229 orgjunitrunnersparentrunnerrunparentrunnerjava309 orgeclipsejdtinternaljunit4runnerjunit4testreferencerunjunit4testreferencejava50 orgeclipsejdtinternaljunitrunnertestexecutionruntestexecutionjava38 orgeclipsejdtinternaljunitrunnerremotetestrunnerruntestsremotetestrunnerjava467 orgeclipsejdtinternaljunitrunnerremotetestrunnerruntestsremotetestrunnerjava683 orgeclipsejdtinternaljunitrunnerremotetestrunnerrunremotetestrunnerjava390 orgeclipsejdtinternaljunitrunnerremotetestrunnermainremotetestrunnerjava197,0
as a user im trying to get all job definitions but the first 20 alone are returned job samples code job create aaa --definition hello --deploy job create bbb --definition hello --deploy job create ccc --definition hello --deploy job create ddd --definition hello --deploy job create eee --definition hello --deploy job create fff --definition hello --deploy job create ggg --definition hello --deploy job create hhh --definition hello --deploy job create iii --definition hello --deploy job create jjj --definition hello --deploy job create kkk --definition hello --deploy job create lll --definition hello --deploy job create mmm --definition hello --deploy job create nnn --definition hello --deploy job create ooo --definition hello --deploy job create ppp --definition hello --deploy job create qqq --definition hello --deploy job create rrr --definition hello --deploy job create sss --definition hello --deploy job create ttt --definition hello --deploy job create uuu --definition hello --deploy job create vvv --definition hello --deploy job create www --definition hello --deploy job create xxx --definition hello --deploy job create yyy --definition hello --deploy job create zzz --definition hello --deploy job create aaa1 --definition hello --deploy job create bbb1 --definition hello --deploy job create ccc1 --definition hello --deploy job create ddd1 --definition hello --deploy job create eee1 --definition hello --deploy code request httplocalhost9393jobsdefinitionsjson - returns top 20 the other experiments with page size of either 0 or -1 still brings the top 20,1
create taprepository see streamsrepository as an example this includes in memory and redis implementations,0
end user guide for data streams put on the guide as a section in an streams wiki page end user focused no need to mention spring underpinning impl details,0
column option of jdbc sink should not convert underscore to property name current implementation of column option of jdbc sink convert underscore to java property name if database column contains underscore there is no way to store data so jdbcmessagepayloadtransformer should not use jdbcutilsconvertunderscorenametopropertyname even if column contains,0
provide ip binding to the spring-xd instance we wanted to bind the spring-xd to the public ip but am not able to do so i scanned at the code here and could make there is not way to bind the ip address httpsgithubcomspring-projectsspring-xdblobmasterspring-xd-dirtsrcmainjavaorgspringframeworkxddirtserveradminserverapplicationjava this one looks a simple change i can fix it and push the pull request,0
update hadoop instructions in the xd-samples batchhashtagcount and batchwordcount projects need hadoop fs ls instructions need to be updated,0
create xd module for syslog-tcp-reactor still keep existing one,0
make rabbitmessagebus rabbitmq config properties optional when the bus is used outside of the xd container eg spring-bus the inheritance from spring boot configuration is broken no applicationyml or serversyml on the cp make the bus properties optional add,0
as a spring xd developer id like to port ftpsftp module from xd to s-c-s repo so i can use it as sink modules to build streaming pipeline,2
user wants to setup a priority for triggers in the case that there are not enough resources to fire a trigger the highest priority will be fired first,0
enabling security breaks jobs page in admin ui after enabling spring xd security in xdhomeconfigserversyml code spring profiles admin security basic enabled true realm springxd xd security authentication file enabled true users user password roleview admin password roleview rolecreate roleadmin code after logging in as user with only roleview privilege jobs admin page is broken and is not displaying data 403 error code is returned for following urls code httplocalhost9393jobsconfigurationsjsonpage0size10 httplocalhost9393jobsdefinitionsjsonpage0size10 code looks like jobsconfigurations and jobsdefinitions urls are not covered in security section of applicationsyml file,0
allow sending to multiple named channels at once currently its possible to do this via code source router --expressionqueuequeue1queuequeue2 code but this involves an additional hop to the message bus for the pipe between the source and router it would be better if this was supported directly with the existing named channel syntax to remove this pipe ie code source queuequeue1queuequeue2 code this would be useful as a possible solution in the scenario described in xd-3613 as an alternative to using topics on the redis message bus which dont support having multiple instances of the same consumer,0
admin launcher startup fails when xdjmxenabled is set to true when exporting of mbeans are enabled via xdjmxenabled also jmxenabled as in applicationyml the admin and lancher server application fail to start since the admin applications has the same integrationmbeanexporter bean name for integrationmbeanexporter as that its parentconfiguration there is a naming conflicts and the exception thrown as same is the case for launcher and its parent configuration exception in thread main orgspringframeworkbeansfactorybeancreationexception error creating bean with name mbeanexporter defined in class orgspringframeworkcontextannotationmbeanexportconfiguration invocation of init method failed nested exception is orgspringframeworkjmxexportunabletoregistermbeanexception unable to register mbean orgspringframeworkintegrationmonitorintegrationmbeanexporter1de40d3e with key integrationmbeanexporter nested exception is javaxmanagementinstancealreadyexistsexception orgspringframeworkintegrationmonitornameintegrationmbeanexportertypeintegrationmbeanexporter orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactoryinitializebeanabstractautowirecapablebeanfactoryjava1553 orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactorydocreatebeanabstractautowirecapablebeanfactoryjava539 orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactorycreatebeanabstractautowirecapablebeanfactoryjava475 orgspringframeworkbeansfactorysupportabstractbeanfactory1getobjectabstractbeanfactoryjava304 orgspringframeworkbeansfactorysupportdefaultsingletonbeanregistrygetsingletondefaultsingletonbeanregistryjava228 orgspringframeworkbeansfactorysupportabstractbeanfactorydogetbeanabstractbeanfactoryjava300 orgspringframeworkbeansfactorysupportabstractbeanfactorygetbeanabstractbeanfactoryjava195 orgspringframeworkbeansfactorysupportdefaultlistablebeanfactorypreinstantiatesingletonsdefaultlistablebeanfactoryjava700 orgspringframeworkcontextsupportabstractapplicationcontextfinishbeanfactoryinitializationabstractapplicationcontextjava760 orgspringframeworkcontextsupportabstractapplicationcontextrefreshabstractapplicationcontextjava482 orgspringframeworkbootcontextembeddedembeddedwebapplicationcontextrefreshembeddedwebapplicationcontextjava124 orgspringframeworkbootspringapplicationrefreshspringapplicationjava609 orgspringframeworkbootspringapplicationrunspringapplicationjava321 orgspringframeworkbootbuilderspringapplicationbuilderrunspringapplicationbuilderjava130 orgspringframeworkxddirtserveradminserverapplicationrunadminserverapplicationjava60 orgspringframeworkxddirtserveradminserverapplicationmainadminserverapplicationjava42 caused by orgspringframeworkjmxexportunabletoregistermbeanexception unable to register mbean orgspringframeworkintegrationmonitorintegrationmbeanexporter1de40d3e with key integrationmbeanexporter nested exception is javaxmanagementinstancealreadyexistsexception orgspringframeworkintegrationmonitornameintegrationmbeanexportertypeintegrationmbeanexporter orgspringframeworkjmxexportmbeanexporterregisterbeannameorinstancembeanexporterjava610 orgspringframeworkjmxexportmbeanexporterregisterbeansmbeanexporterjava535 orgspringframeworkjmxexportmbeanexporterafterpropertiessetmbeanexporterjava417 orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactoryinvokeinitmethodsabstractautowirecapablebeanfactoryjava1612 orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactoryinitializebeanabstractautowirecapablebeanfactoryjava1549 15 more caused by javaxmanagementinstancealreadyexistsexception orgspringframeworkintegrationmonitornameintegrationmbeanexportertypeintegrationmbeanexporter comsunjmxmbeanserverrepositoryaddmbeanrepositoryjava437 comsunjmxinterceptordefaultmbeanserverinterceptorregisterwithrepositorydefaultmbeanserverinterceptorjava1898 comsunjmxinterceptordefaultmbeanserverinterceptorregisterdynamicmbeandefaultmbeanserverinterceptorjava966 comsunjmxinterceptordefaultmbeanserverinterceptorregisterobjectdefaultmbeanserverinterceptorjava900 comsunjmxinterceptordefaultmbeanserverinterceptorregistermbeandefaultmbeanserverinterceptorjava324 comsunjmxmbeanserverjmxmbeanserverregistermbeanjmxmbeanserverjava513 orgspringframeworkjmxsupportmbeanregistrationsupportdoregistermbeanregistrationsupportjava195 orgspringframeworkjmxexportmbeanexporterregisterbeaninstancembeanexporterjava663 orgspringframeworkjmxexportmbeanexporterregisterbeannameorinstancembeanexporterjava600 19 more,0
add information that is updated in real-time for use in container matching information related to an xd-container process andor machine that is not static such as group eg free memory number of deployed streams should be available for use as variables in the evaluation context of the criteria spel expression in the admins container matcher a good candidate for the source of this information are system mbeans see httpdocsoraclecomjavase7docsapijavalangmanagementpackage-summaryhtml,0
disable auto-formatting of javadoc,0
